Valor,timestamp,Dia,Mês,Ano,Hora,Minuto,datetime
1.0,2015-03-02T00:00,2,Mar,2015,0,0,2015-03-02 00:00:00
32.565,2015-03-02T01:00,2,Mar,2015,1,0,2015-03-02 01:00:00
38.347,2015-03-02T02:00,2,Mar,2015,2,0,2015-03-02 02:00:00
26.616,2015-03-02T03:00,2,Mar,2015,3,0,2015-03-02 03:00:00
17.202,2015-03-02T04:00,2,Mar,2015,4,0,2015-03-02 04:00:00
12.392999999999999,2015-03-02T05:00,2,Mar,2015,5,0,2015-03-02 05:00:00
6.1579999999999995,2015-03-02T06:00,2,Mar,2015,6,0,2015-03-02 06:00:00
1.3559999999999999,2015-03-02T07:00,2,Mar,2015,7,0,2015-03-02 07:00:00
3.673,2015-03-02T08:00,2,Mar,2015,8,0,2015-03-02 08:00:00
18.42,2015-03-02T09:00,2,Mar,2015,9,0,2015-03-02 09:00:00
10.154,2015-03-02T10:00,2,Mar,2015,10,0,2015-03-02 10:00:00
28.834,2015-03-02T11:00,2,Mar,2015,11,0,2015-03-02 11:00:00
23.997,2015-03-02T12:00,2,Mar,2015,12,0,2015-03-02 12:00:00
18.05,2015-03-02T13:00,2,Mar,2015,13,0,2015-03-02 13:00:00
22.578000000000003,2015-03-02T14:00,2,Mar,2015,14,0,2015-03-02 14:00:00
22.596,2015-03-02T15:00,2,Mar,2015,15,0,2015-03-02 15:00:00
16.293,2015-03-02T16:00,2,Mar,2015,16,0,2015-03-02 16:00:00
17.209,2015-03-02T17:00,2,Mar,2015,17,0,2015-03-02 17:00:00
14.61,2015-03-02T18:00,2,Mar,2015,18,0,2015-03-02 18:00:00
11.214,2015-03-02T19:00,2,Mar,2015,19,0,2015-03-02 19:00:00
9.229,2015-03-02T20:00,2,Mar,2015,20,0,2015-03-02 20:00:00
10.664000000000001,2015-03-02T21:00,2,Mar,2015,21,0,2015-03-02 21:00:00
12.595999999999998,2015-03-02T22:00,2,Mar,2015,22,0,2015-03-02 22:00:00
9.855,2015-03-02T23:00,2,Mar,2015,23,0,2015-03-02 23:00:00
20.222,2015-03-03T00:00,3,Mar,2015,0,0,2015-03-03 00:00:00
101.685,2015-03-03T01:00,3,Mar,2015,1,0,2015-03-03 01:00:00
90.277,2015-03-03T02:00,3,Mar,2015,2,0,2015-03-03 02:00:00
65.14699999999999,2015-03-03T03:00,3,Mar,2015,3,0,2015-03-03 03:00:00
32.295,2015-03-03T04:00,3,Mar,2015,4,0,2015-03-03 04:00:00
23.713,2015-03-03T05:00,3,Mar,2015,5,0,2015-03-03 05:00:00
13.818,2015-03-03T06:00,3,Mar,2015,6,0,2015-03-03 06:00:00
8.978,2015-03-03T07:00,3,Mar,2015,7,0,2015-03-03 07:00:00
5.631,2015-03-03T08:00,3,Mar,2015,8,0,2015-03-03 08:00:00
6.392,2015-03-03T09:00,3,Mar,2015,9,0,2015-03-03 09:00:00
10.466,2015-03-03T10:00,3,Mar,2015,10,0,2015-03-03 10:00:00
7.023,2015-03-03T11:00,3,Mar,2015,11,0,2015-03-03 11:00:00
11.755999999999998,2015-03-03T12:00,3,Mar,2015,12,0,2015-03-03 12:00:00
23.723000000000003,2015-03-03T13:00,3,Mar,2015,13,0,2015-03-03 13:00:00
34.604,2015-03-03T14:00,3,Mar,2015,14,0,2015-03-03 14:00:00
51.611000000000004,2015-03-03T15:00,3,Mar,2015,15,0,2015-03-03 15:00:00
52.088,2015-03-03T16:00,3,Mar,2015,16,0,2015-03-03 16:00:00
35.637,2015-03-03T17:00,3,Mar,2015,17,0,2015-03-03 17:00:00
18.113,2015-03-03T18:00,3,Mar,2015,18,0,2015-03-03 18:00:00
13.675,2015-03-03T19:00,3,Mar,2015,19,0,2015-03-03 19:00:00
9.548,2015-03-03T20:00,3,Mar,2015,20,0,2015-03-03 20:00:00
25.441,2015-03-03T21:00,3,Mar,2015,21,0,2015-03-03 21:00:00
31.379,2015-03-03T22:00,3,Mar,2015,22,0,2015-03-03 22:00:00
27.564,2015-03-03T23:00,3,Mar,2015,23,0,2015-03-03 23:00:00
32.615,2015-03-04T00:00,4,Mar,2015,0,0,2015-03-04 00:00:00
108.773,2015-03-04T01:00,4,Mar,2015,1,0,2015-03-04 01:00:00
103.59700000000001,2015-03-04T02:00,4,Mar,2015,2,0,2015-03-04 02:00:00
83.389,2015-03-04T03:00,4,Mar,2015,3,0,2015-03-04 03:00:00
45.385,2015-03-04T04:00,4,Mar,2015,4,0,2015-03-04 04:00:00
25.295,2015-03-04T05:00,4,Mar,2015,5,0,2015-03-04 05:00:00
12.775,2015-03-04T06:00,4,Mar,2015,6,0,2015-03-04 06:00:00
10.29,2015-03-04T07:00,4,Mar,2015,7,0,2015-03-04 07:00:00
5.172999999999999,2015-03-04T08:00,4,Mar,2015,8,0,2015-03-04 08:00:00
4.88,2015-03-04T09:00,4,Mar,2015,9,0,2015-03-04 09:00:00
11.232999999999999,2015-03-04T10:00,4,Mar,2015,10,0,2015-03-04 10:00:00
19.173,2015-03-04T11:00,4,Mar,2015,11,0,2015-03-04 11:00:00
8.588,2015-03-04T12:00,4,Mar,2015,12,0,2015-03-04 12:00:00
6.845,2015-03-04T13:00,4,Mar,2015,13,0,2015-03-04 13:00:00
19.999000000000002,2015-03-04T14:00,4,Mar,2015,14,0,2015-03-04 14:00:00
21.925,2015-03-04T15:00,4,Mar,2015,15,0,2015-03-04 15:00:00
17.929000000000002,2015-03-04T16:00,4,Mar,2015,16,0,2015-03-04 16:00:00
10.751,2015-03-04T17:00,4,Mar,2015,17,0,2015-03-04 17:00:00
9.981,2015-03-04T18:00,4,Mar,2015,18,0,2015-03-04 18:00:00
16.54,2015-03-04T19:00,4,Mar,2015,19,0,2015-03-04 19:00:00
17.45,2015-03-04T20:00,4,Mar,2015,20,0,2015-03-04 20:00:00
14.866,2015-03-04T21:00,4,Mar,2015,21,0,2015-03-04 21:00:00
12.058,2015-03-04T22:00,4,Mar,2015,22,0,2015-03-04 22:00:00
20.84,2015-03-04T23:00,4,Mar,2015,23,0,2015-03-04 23:00:00
38.098,2015-03-05T00:00,5,Mar,2015,0,0,2015-03-05 00:00:00
103.91799999999999,2015-03-05T01:00,5,Mar,2015,1,0,2015-03-05 01:00:00
122.193,2015-03-05T02:00,5,Mar,2015,2,0,2015-03-05 02:00:00
91.616,2015-03-05T03:00,5,Mar,2015,3,0,2015-03-05 03:00:00
52.388000000000005,2015-03-05T04:00,5,Mar,2015,4,0,2015-03-05 04:00:00
30.989,2015-03-05T05:00,5,Mar,2015,5,0,2015-03-05 05:00:00
14.474,2015-03-05T06:00,5,Mar,2015,6,0,2015-03-05 06:00:00
9.87,2015-03-05T07:00,5,Mar,2015,7,0,2015-03-05 07:00:00
6.185,2015-03-05T08:00,5,Mar,2015,8,0,2015-03-05 08:00:00
6.871,2015-03-05T09:00,5,Mar,2015,9,0,2015-03-05 09:00:00
8.474,2015-03-05T10:00,5,Mar,2015,10,0,2015-03-05 10:00:00
10.763,2015-03-05T11:00,5,Mar,2015,11,0,2015-03-05 11:00:00
10.707,2015-03-05T12:00,5,Mar,2015,12,0,2015-03-05 12:00:00
1.5519999999999998,2015-03-05T13:00,5,Mar,2015,13,0,2015-03-05 13:00:00
18.844,2015-03-05T14:00,5,Mar,2015,14,0,2015-03-05 14:00:00
32.922,2015-03-05T15:00,5,Mar,2015,15,0,2015-03-05 15:00:00
18.322,2015-03-05T16:00,5,Mar,2015,16,0,2015-03-05 16:00:00
19.27,2015-03-05T17:00,5,Mar,2015,17,0,2015-03-05 17:00:00
13.550999999999998,2015-03-05T18:00,5,Mar,2015,18,0,2015-03-05 18:00:00
14.13,2015-03-05T19:00,5,Mar,2015,19,0,2015-03-05 19:00:00
11.214,2015-03-05T20:00,5,Mar,2015,20,0,2015-03-05 20:00:00
24.649,2015-03-05T21:00,5,Mar,2015,21,0,2015-03-05 21:00:00
21.651,2015-03-05T22:00,5,Mar,2015,22,0,2015-03-05 22:00:00
17.235,2015-03-05T23:00,5,Mar,2015,23,0,2015-03-05 23:00:00
21.052,2015-03-06T00:00,6,Mar,2015,0,0,2015-03-06 00:00:00
45.568999999999996,2015-03-06T01:00,6,Mar,2015,1,0,2015-03-06 01:00:00
53.843,2015-03-06T02:00,6,Mar,2015,2,0,2015-03-06 02:00:00
44.505,2015-03-06T03:00,6,Mar,2015,3,0,2015-03-06 03:00:00
22.02,2015-03-06T04:00,6,Mar,2015,4,0,2015-03-06 04:00:00
14.227,2015-03-06T05:00,6,Mar,2015,5,0,2015-03-06 05:00:00
5.803999999999999,2015-03-06T06:00,6,Mar,2015,6,0,2015-03-06 06:00:00
3.627,2015-03-06T07:00,6,Mar,2015,7,0,2015-03-06 07:00:00
2.657,2015-03-06T08:00,6,Mar,2015,8,0,2015-03-06 08:00:00
2.96,2015-03-06T09:00,6,Mar,2015,9,0,2015-03-06 09:00:00
5.377000000000001,2015-03-06T10:00,6,Mar,2015,10,0,2015-03-06 10:00:00
6.531000000000001,2015-03-06T11:00,6,Mar,2015,11,0,2015-03-06 11:00:00
6.739,2015-03-06T12:00,6,Mar,2015,12,0,2015-03-06 12:00:00
9.097999999999999,2015-03-06T13:00,6,Mar,2015,13,0,2015-03-06 13:00:00
20.421,2015-03-06T14:00,6,Mar,2015,14,0,2015-03-06 14:00:00
26.464000000000002,2015-03-06T15:00,6,Mar,2015,15,0,2015-03-06 15:00:00
20.956999999999997,2015-03-06T16:00,6,Mar,2015,16,0,2015-03-06 16:00:00
18.142,2015-03-06T17:00,6,Mar,2015,17,0,2015-03-06 17:00:00
11.192,2015-03-06T18:00,6,Mar,2015,18,0,2015-03-06 18:00:00
19.605,2015-03-06T19:00,6,Mar,2015,19,0,2015-03-06 19:00:00
37.286,2015-03-06T20:00,6,Mar,2015,20,0,2015-03-06 20:00:00
32.46,2015-03-06T21:00,6,Mar,2015,21,0,2015-03-06 21:00:00
23.279,2015-03-06T22:00,6,Mar,2015,22,0,2015-03-06 22:00:00
22.014,2015-03-06T23:00,6,Mar,2015,23,0,2015-03-06 23:00:00
27.569000000000003,2015-03-07T00:00,7,Mar,2015,0,0,2015-03-07 00:00:00
89.12700000000001,2015-03-07T01:00,7,Mar,2015,1,0,2015-03-07 01:00:00
103.53200000000001,2015-03-07T02:00,7,Mar,2015,2,0,2015-03-07 02:00:00
77.751,2015-03-07T03:00,7,Mar,2015,3,0,2015-03-07 03:00:00
51.873000000000005,2015-03-07T04:00,7,Mar,2015,4,0,2015-03-07 04:00:00
28.066,2015-03-07T05:00,7,Mar,2015,5,0,2015-03-07 05:00:00
8.619,2015-03-07T06:00,7,Mar,2015,6,0,2015-03-07 06:00:00
16.043,2015-03-07T07:00,7,Mar,2015,7,0,2015-03-07 07:00:00
10.595,2015-03-07T08:00,7,Mar,2015,8,0,2015-03-07 08:00:00
5.513,2015-03-07T09:00,7,Mar,2015,9,0,2015-03-07 09:00:00
23.101,2015-03-07T10:00,7,Mar,2015,10,0,2015-03-07 10:00:00
10.937000000000001,2015-03-07T11:00,7,Mar,2015,11,0,2015-03-07 11:00:00
12.78,2015-03-07T12:00,7,Mar,2015,12,0,2015-03-07 12:00:00
10.35,2015-03-07T13:00,7,Mar,2015,13,0,2015-03-07 13:00:00
8.622,2015-03-07T14:00,7,Mar,2015,14,0,2015-03-07 14:00:00
13.76,2015-03-07T15:00,7,Mar,2015,15,0,2015-03-07 15:00:00
11.624,2015-03-07T16:00,7,Mar,2015,16,0,2015-03-07 16:00:00
7.702999999999999,2015-03-07T17:00,7,Mar,2015,17,0,2015-03-07 17:00:00
6.502999999999999,2015-03-07T18:00,7,Mar,2015,18,0,2015-03-07 18:00:00
4.56,2015-03-07T19:00,7,Mar,2015,19,0,2015-03-07 19:00:00
297.0,2015-03-07T20:00,7,Mar,2015,20,0,2015-03-07 20:00:00
25.831,2015-03-07T21:00,7,Mar,2015,21,0,2015-03-07 21:00:00
27.464000000000002,2015-03-07T22:00,7,Mar,2015,22,0,2015-03-07 22:00:00
22.691999999999997,2015-03-07T23:00,7,Mar,2015,23,0,2015-03-07 23:00:00
21.074,2015-03-08T00:00,8,Mar,2015,0,0,2015-03-08 00:00:00
45.761,2015-03-08T01:00,8,Mar,2015,1,0,2015-03-08 01:00:00
34.355,2015-03-08T02:00,8,Mar,2015,2,0,2015-03-08 02:00:00
19.69,2015-03-08T03:00,8,Mar,2015,3,0,2015-03-08 03:00:00
8.745,2015-03-08T04:00,8,Mar,2015,4,0,2015-03-08 04:00:00
16.022000000000002,2015-03-08T05:00,8,Mar,2015,5,0,2015-03-08 05:00:00
11.972000000000001,2015-03-08T06:00,8,Mar,2015,6,0,2015-03-08 06:00:00
12.470999999999998,2015-03-08T07:00,8,Mar,2015,7,0,2015-03-08 07:00:00
10.696,2015-03-08T08:00,8,Mar,2015,8,0,2015-03-08 08:00:00
7.024,2015-03-08T09:00,8,Mar,2015,9,0,2015-03-08 09:00:00
15.725,2015-03-08T10:00,8,Mar,2015,10,0,2015-03-08 10:00:00
3.77,2015-03-08T11:00,8,Mar,2015,11,0,2015-03-08 11:00:00
146.0,2015-03-08T12:00,8,Mar,2015,12,0,2015-03-08 12:00:00
143.0,2015-03-08T13:00,8,Mar,2015,13,0,2015-03-08 13:00:00
2.867,2015-03-08T14:00,8,Mar,2015,14,0,2015-03-08 14:00:00
5.337000000000001,2015-03-08T15:00,8,Mar,2015,15,0,2015-03-08 15:00:00
4.728,2015-03-08T16:00,8,Mar,2015,16,0,2015-03-08 16:00:00
147.0,2015-03-08T17:00,8,Mar,2015,17,0,2015-03-08 17:00:00
232.0,2015-03-08T18:00,8,Mar,2015,18,0,2015-03-08 18:00:00
2.3209999999999997,2015-03-08T19:00,8,Mar,2015,19,0,2015-03-08 19:00:00
14.402000000000001,2015-03-08T20:00,8,Mar,2015,20,0,2015-03-08 20:00:00
18.297,2015-03-08T21:00,8,Mar,2015,21,0,2015-03-08 21:00:00
23.381999999999998,2015-03-08T22:00,8,Mar,2015,22,0,2015-03-08 22:00:00
23.354,2015-03-08T23:00,8,Mar,2015,23,0,2015-03-08 23:00:00
14.526,2015-03-09T00:00,9,Mar,2015,0,0,2015-03-09 00:00:00
33.195,2015-03-09T01:00,9,Mar,2015,1,0,2015-03-09 01:00:00
34.334,2015-03-09T02:00,9,Mar,2015,2,0,2015-03-09 02:00:00
25.503,2015-03-09T03:00,9,Mar,2015,3,0,2015-03-09 03:00:00
18.499000000000002,2015-03-09T04:00,9,Mar,2015,4,0,2015-03-09 04:00:00
11.345999999999998,2015-03-09T05:00,9,Mar,2015,5,0,2015-03-09 05:00:00
10.369000000000002,2015-03-09T06:00,9,Mar,2015,6,0,2015-03-09 06:00:00
5.809,2015-03-09T07:00,9,Mar,2015,7,0,2015-03-09 07:00:00
8.466000000000001,2015-03-09T08:00,9,Mar,2015,8,0,2015-03-09 08:00:00
15.919,2015-03-09T09:00,9,Mar,2015,9,0,2015-03-09 09:00:00
17.355,2015-03-09T10:00,9,Mar,2015,10,0,2015-03-09 10:00:00
18.862000000000002,2015-03-09T11:00,9,Mar,2015,11,0,2015-03-09 11:00:00
14.564,2015-03-09T12:00,9,Mar,2015,12,0,2015-03-09 12:00:00
8.12,2015-03-09T13:00,9,Mar,2015,13,0,2015-03-09 13:00:00
30.478,2015-03-09T14:00,9,Mar,2015,14,0,2015-03-09 14:00:00
32.408,2015-03-09T15:00,9,Mar,2015,15,0,2015-03-09 15:00:00
29.278000000000002,2015-03-09T16:00,9,Mar,2015,16,0,2015-03-09 16:00:00
35.209,2015-03-09T17:00,9,Mar,2015,17,0,2015-03-09 17:00:00
28.22,2015-03-09T18:00,9,Mar,2015,18,0,2015-03-09 18:00:00
9.054,2015-03-09T19:00,9,Mar,2015,19,0,2015-03-09 19:00:00
7.077999999999999,2015-03-09T20:00,9,Mar,2015,20,0,2015-03-09 20:00:00
17.680999999999997,2015-03-09T21:00,9,Mar,2015,21,0,2015-03-09 21:00:00
17.166,2015-03-09T22:00,9,Mar,2015,22,0,2015-03-09 22:00:00
8.979,2015-03-09T23:00,9,Mar,2015,23,0,2015-03-09 23:00:00
24.924,2015-03-10T00:00,10,Mar,2015,0,0,2015-03-10 00:00:00
101.542,2015-03-10T01:00,10,Mar,2015,1,0,2015-03-10 01:00:00
92.816,2015-03-10T02:00,10,Mar,2015,2,0,2015-03-10 02:00:00
58.839,2015-03-10T03:00,10,Mar,2015,3,0,2015-03-10 03:00:00
34.402,2015-03-10T04:00,10,Mar,2015,4,0,2015-03-10 04:00:00
21.218000000000004,2015-03-10T05:00,10,Mar,2015,5,0,2015-03-10 05:00:00
12.875,2015-03-10T06:00,10,Mar,2015,6,0,2015-03-10 06:00:00
10.628,2015-03-10T07:00,10,Mar,2015,7,0,2015-03-10 07:00:00
17.569000000000003,2015-03-10T08:00,10,Mar,2015,8,0,2015-03-10 08:00:00
20.265,2015-03-10T09:00,10,Mar,2015,9,0,2015-03-10 09:00:00
11.543,2015-03-10T10:00,10,Mar,2015,10,0,2015-03-10 10:00:00
5.94,2015-03-10T11:00,10,Mar,2015,11,0,2015-03-10 11:00:00
11.681,2015-03-10T12:00,10,Mar,2015,12,0,2015-03-10 12:00:00
21.083000000000002,2015-03-10T13:00,10,Mar,2015,13,0,2015-03-10 13:00:00
12.554,2015-03-10T14:00,10,Mar,2015,14,0,2015-03-10 14:00:00
19.874000000000002,2015-03-10T15:00,10,Mar,2015,15,0,2015-03-10 15:00:00
28.081,2015-03-10T16:00,10,Mar,2015,16,0,2015-03-10 16:00:00
23.506,2015-03-10T17:00,10,Mar,2015,17,0,2015-03-10 17:00:00
15.152000000000001,2015-03-10T18:00,10,Mar,2015,18,0,2015-03-10 18:00:00
12.452,2015-03-10T19:00,10,Mar,2015,19,0,2015-03-10 19:00:00
12.784,2015-03-10T20:00,10,Mar,2015,20,0,2015-03-10 20:00:00
17.366,2015-03-10T21:00,10,Mar,2015,21,0,2015-03-10 21:00:00
18.612000000000002,2015-03-10T22:00,10,Mar,2015,22,0,2015-03-10 22:00:00
15.362,2015-03-10T23:00,10,Mar,2015,23,0,2015-03-10 23:00:00
25.601999999999997,2015-03-11T00:00,11,Mar,2015,0,0,2015-03-11 00:00:00
91.569,2015-03-11T01:00,11,Mar,2015,1,0,2015-03-11 01:00:00
100.931,2015-03-11T02:00,11,Mar,2015,2,0,2015-03-11 02:00:00
82.505,2015-03-11T03:00,11,Mar,2015,3,0,2015-03-11 03:00:00
56.858999999999995,2015-03-11T04:00,11,Mar,2015,4,0,2015-03-11 04:00:00
32.626999999999995,2015-03-11T05:00,11,Mar,2015,5,0,2015-03-11 05:00:00
11.783,2015-03-11T06:00,11,Mar,2015,6,0,2015-03-11 06:00:00
10.147,2015-03-11T07:00,11,Mar,2015,7,0,2015-03-11 07:00:00
11.977,2015-03-11T08:00,11,Mar,2015,8,0,2015-03-11 08:00:00
17.002,2015-03-11T09:00,11,Mar,2015,9,0,2015-03-11 09:00:00
10.2,2015-03-11T10:00,11,Mar,2015,10,0,2015-03-11 10:00:00
9.585,2015-03-11T11:00,11,Mar,2015,11,0,2015-03-11 11:00:00
6.545,2015-03-11T12:00,11,Mar,2015,12,0,2015-03-11 12:00:00
8.533,2015-03-11T13:00,11,Mar,2015,13,0,2015-03-11 13:00:00
26.445999999999998,2015-03-11T14:00,11,Mar,2015,14,0,2015-03-11 14:00:00
30.6,2015-03-11T15:00,11,Mar,2015,15,0,2015-03-11 15:00:00
30.104,2015-03-11T16:00,11,Mar,2015,16,0,2015-03-11 16:00:00
24.978,2015-03-11T17:00,11,Mar,2015,17,0,2015-03-11 17:00:00
20.648000000000003,2015-03-11T18:00,11,Mar,2015,18,0,2015-03-11 18:00:00
17.772000000000002,2015-03-11T19:00,11,Mar,2015,19,0,2015-03-11 19:00:00
17.491,2015-03-11T20:00,11,Mar,2015,20,0,2015-03-11 20:00:00
35.757,2015-03-11T21:00,11,Mar,2015,21,0,2015-03-11 21:00:00
32.192,2015-03-11T22:00,11,Mar,2015,22,0,2015-03-11 22:00:00
19.904,2015-03-11T23:00,11,Mar,2015,23,0,2015-03-11 23:00:00
26.247,2015-03-12T00:00,12,Mar,2015,0,0,2015-03-12 00:00:00
96.90100000000001,2015-03-12T01:00,12,Mar,2015,1,0,2015-03-12 01:00:00
92.89399999999999,2015-03-12T02:00,12,Mar,2015,2,0,2015-03-12 02:00:00
57.028,2015-03-12T03:00,12,Mar,2015,3,0,2015-03-12 03:00:00
32.259,2015-03-12T04:00,12,Mar,2015,4,0,2015-03-12 04:00:00
15.468,2015-03-12T05:00,12,Mar,2015,5,0,2015-03-12 05:00:00
8.472000000000001,2015-03-12T06:00,12,Mar,2015,6,0,2015-03-12 06:00:00
6.761,2015-03-12T07:00,12,Mar,2015,7,0,2015-03-12 07:00:00
0.94,2015-03-12T08:00,12,Mar,2015,8,0,2015-03-12 08:00:00
1.02,2015-03-12T09:00,12,Mar,2015,9,0,2015-03-12 09:00:00
1.895,2015-03-12T10:00,12,Mar,2015,10,0,2015-03-12 10:00:00
7.0,2015-03-12T11:00,12,Mar,2015,11,0,2015-03-12 11:00:00
66.0,2015-03-12T12:00,12,Mar,2015,12,0,2015-03-12 12:00:00
12.364,2015-03-12T13:00,12,Mar,2015,13,0,2015-03-12 13:00:00
23.905,2015-03-12T14:00,12,Mar,2015,14,0,2015-03-12 14:00:00
28.076,2015-03-12T15:00,12,Mar,2015,15,0,2015-03-12 15:00:00
26.212,2015-03-12T16:00,12,Mar,2015,16,0,2015-03-12 16:00:00
26.05,2015-03-12T17:00,12,Mar,2015,17,0,2015-03-12 17:00:00
22.678,2015-03-12T18:00,12,Mar,2015,18,0,2015-03-12 18:00:00
23.386999999999997,2015-03-12T19:00,12,Mar,2015,19,0,2015-03-12 19:00:00
28.921999999999997,2015-03-12T20:00,12,Mar,2015,20,0,2015-03-12 20:00:00
26.162,2015-03-12T21:00,12,Mar,2015,21,0,2015-03-12 21:00:00
26.680999999999997,2015-03-12T22:00,12,Mar,2015,22,0,2015-03-12 22:00:00
23.504,2015-03-12T23:00,12,Mar,2015,23,0,2015-03-12 23:00:00
30.578000000000003,2015-03-13T00:00,13,Mar,2015,0,0,2015-03-13 00:00:00
85.89299999999999,2015-03-13T01:00,13,Mar,2015,1,0,2015-03-13 01:00:00
102.54899999999999,2015-03-13T02:00,13,Mar,2015,2,0,2015-03-13 02:00:00
55.995,2015-03-13T03:00,13,Mar,2015,3,0,2015-03-13 03:00:00
19.053,2015-03-13T04:00,13,Mar,2015,4,0,2015-03-13 04:00:00
17.706,2015-03-13T05:00,13,Mar,2015,5,0,2015-03-13 05:00:00
6.928999999999999,2015-03-13T06:00,13,Mar,2015,6,0,2015-03-13 06:00:00
1.6880000000000002,2015-03-13T07:00,13,Mar,2015,7,0,2015-03-13 07:00:00
5.607,2015-03-13T08:00,13,Mar,2015,8,0,2015-03-13 08:00:00
21.982,2015-03-13T09:00,13,Mar,2015,9,0,2015-03-13 09:00:00
12.972999999999999,2015-03-13T10:00,13,Mar,2015,10,0,2015-03-13 10:00:00
11.115,2015-03-13T11:00,13,Mar,2015,11,0,2015-03-13 11:00:00
5.83,2015-03-13T12:00,13,Mar,2015,12,0,2015-03-13 12:00:00
6.487,2015-03-13T13:00,13,Mar,2015,13,0,2015-03-13 13:00:00
23.361,2015-03-13T14:00,13,Mar,2015,14,0,2015-03-13 14:00:00
46.418,2015-03-13T15:00,13,Mar,2015,15,0,2015-03-13 15:00:00
43.567,2015-03-13T16:00,13,Mar,2015,16,0,2015-03-13 16:00:00
22.022,2015-03-13T17:00,13,Mar,2015,17,0,2015-03-13 17:00:00
8.972999999999999,2015-03-13T18:00,13,Mar,2015,18,0,2015-03-13 18:00:00
15.151,2015-03-13T19:00,13,Mar,2015,19,0,2015-03-13 19:00:00
15.695,2015-03-13T20:00,13,Mar,2015,20,0,2015-03-13 20:00:00
37.184,2015-03-13T21:00,13,Mar,2015,21,0,2015-03-13 21:00:00
23.588,2015-03-13T22:00,13,Mar,2015,22,0,2015-03-13 22:00:00
26.116,2015-03-13T23:00,13,Mar,2015,23,0,2015-03-13 23:00:00
42.036,2015-03-14T00:00,14,Mar,2015,0,0,2015-03-14 00:00:00
95.454,2015-03-14T01:00,14,Mar,2015,1,0,2015-03-14 01:00:00
84.88,2015-03-14T02:00,14,Mar,2015,2,0,2015-03-14 02:00:00
64.06,2015-03-14T03:00,14,Mar,2015,3,0,2015-03-14 03:00:00
40.95,2015-03-14T04:00,14,Mar,2015,4,0,2015-03-14 04:00:00
30.116,2015-03-14T05:00,14,Mar,2015,5,0,2015-03-14 05:00:00
15.892000000000001,2015-03-14T06:00,14,Mar,2015,6,0,2015-03-14 06:00:00
8.955,2015-03-14T07:00,14,Mar,2015,7,0,2015-03-14 07:00:00
5.603,2015-03-14T08:00,14,Mar,2015,8,0,2015-03-14 08:00:00
11.642000000000001,2015-03-14T09:00,14,Mar,2015,9,0,2015-03-14 09:00:00
6.814,2015-03-14T10:00,14,Mar,2015,10,0,2015-03-14 10:00:00
2.134,2015-03-14T11:00,14,Mar,2015,11,0,2015-03-14 11:00:00
2.721,2015-03-14T12:00,14,Mar,2015,12,0,2015-03-14 12:00:00
4.016,2015-03-14T13:00,14,Mar,2015,13,0,2015-03-14 13:00:00
5.895,2015-03-14T14:00,14,Mar,2015,14,0,2015-03-14 14:00:00
6.965,2015-03-14T15:00,14,Mar,2015,15,0,2015-03-14 15:00:00
4.611000000000001,2015-03-14T16:00,14,Mar,2015,16,0,2015-03-14 16:00:00
8.526,2015-03-14T17:00,14,Mar,2015,17,0,2015-03-14 17:00:00
31.531999999999996,2015-03-14T18:00,14,Mar,2015,18,0,2015-03-14 18:00:00
19.445999999999998,2015-03-14T19:00,14,Mar,2015,19,0,2015-03-14 19:00:00
15.198,2015-03-14T20:00,14,Mar,2015,20,0,2015-03-14 20:00:00
12.168,2015-03-14T21:00,14,Mar,2015,21,0,2015-03-14 21:00:00
13.220999999999998,2015-03-14T22:00,14,Mar,2015,22,0,2015-03-14 22:00:00
21.675,2015-03-14T23:00,14,Mar,2015,23,0,2015-03-14 23:00:00
24.078000000000003,2015-03-15T00:00,15,Mar,2015,0,0,2015-03-15 00:00:00
72.359,2015-03-15T01:00,15,Mar,2015,1,0,2015-03-15 01:00:00
51.949,2015-03-15T02:00,15,Mar,2015,2,0,2015-03-15 02:00:00
38.174,2015-03-15T03:00,15,Mar,2015,3,0,2015-03-15 03:00:00
27.596,2015-03-15T04:00,15,Mar,2015,4,0,2015-03-15 04:00:00
8.132,2015-03-15T05:00,15,Mar,2015,5,0,2015-03-15 05:00:00
6.553,2015-03-15T06:00,15,Mar,2015,6,0,2015-03-15 06:00:00
7.598,2015-03-15T07:00,15,Mar,2015,7,0,2015-03-15 07:00:00
5.063,2015-03-15T08:00,15,Mar,2015,8,0,2015-03-15 08:00:00
7.76,2015-03-15T09:00,15,Mar,2015,9,0,2015-03-15 09:00:00
8.736,2015-03-15T10:00,15,Mar,2015,10,0,2015-03-15 10:00:00
7.122999999999999,2015-03-15T11:00,15,Mar,2015,11,0,2015-03-15 11:00:00
5.107,2015-03-15T12:00,15,Mar,2015,12,0,2015-03-15 12:00:00
291.0,2015-03-15T13:00,15,Mar,2015,13,0,2015-03-15 13:00:00
3.503,2015-03-15T14:00,15,Mar,2015,14,0,2015-03-15 14:00:00
11.414000000000001,2015-03-15T15:00,15,Mar,2015,15,0,2015-03-15 15:00:00
11.524000000000001,2015-03-15T16:00,15,Mar,2015,16,0,2015-03-15 16:00:00
5.6370000000000005,2015-03-15T17:00,15,Mar,2015,17,0,2015-03-15 17:00:00
5.511,2015-03-15T18:00,15,Mar,2015,18,0,2015-03-15 18:00:00
11.448,2015-03-15T19:00,15,Mar,2015,19,0,2015-03-15 19:00:00
