datetime,Valor,Dia,Ano,Hora,Minuto,return-log
2015-03-02 00:00:00,1.0,2.0,2015.0,0.0,0.0,0.0003461545571567639
2015-03-02 01:00:00,32.565,2.0,2015.0,1.0,0.0,3.483238091998365
2015-03-02 02:00:00,38.347,2.0,2015.0,2.0,0.0,0.16343820589713198
2015-03-02 03:00:00,26.616,2.0,2015.0,3.0,0.0,-0.36516375917932153
2015-03-02 04:00:00,17.202,2.0,2015.0,4.0,0.0,-0.4364868825868875
2015-03-02 05:00:00,12.392999999999999,2.0,2015.0,5.0,0.0,-0.3278938590465508
2015-03-02 06:00:00,6.1579999999999995,2.0,2015.0,6.0,0.0,-0.6993797475804286
2015-03-02 07:00:00,1.3559999999999999,2.0,2015.0,7.0,0.0,-1.5132128599841048
2015-03-02 08:00:00,3.673,2.0,2015.0,8.0,0.0,0.9964695773193266
2015-03-02 09:00:00,18.42,2.0,2015.0,9.0,0.0,1.6124282639896306
2015-03-02 10:00:00,10.154,2.0,2015.0,10.0,0.0,-0.5955693143019585
2015-03-02 11:00:00,28.834,2.0,2015.0,11.0,0.0,1.0436875298645094
2015-03-02 12:00:00,23.997,2.0,2015.0,12.0,0.0,-0.18362642385491723
2015-03-02 13:00:00,18.05,2.0,2015.0,13.0,0.0,-0.28478313775590447
2015-03-02 14:00:00,22.578000000000003,2.0,2015.0,14.0,0.0,0.223830296060465
2015-03-02 15:00:00,22.596,2.0,2015.0,15.0,0.0,0.0007969186236604919
2015-03-02 16:00:00,16.293,2.0,2015.0,16.0,0.0,-0.32703733174219796
2015-03-02 17:00:00,17.209,2.0,2015.0,17.0,0.0,0.054696935061956165
